Branch	Store Name	Date	Hour (UTC)	Sales	Transactions	Discounts	Tax	Returns	Net Sales
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	17	510.00	9	181.40	78.64	0.00	328.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	18	205.00	6	57.00	29.65	0.00	148.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	19	879.00	20	361.90	128.85	0.00	517.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	20	1240.00	22	471.35	172.48	0.00	768.65
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	21	2262.00	30	819.50	323.30	0.00	1442.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	22	1623.00	34	790.40	209.01	0.00	832.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-06	23	1143.00	23	435.40	152.04	0.00	707.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	0	1223.00	30	410.98	185.47	0.00	812.02
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	1	1731.00	23	762.50	223.26	0.00	968.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	2	2381.00	31	1031.60	302.08	0.00	1349.40
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	3	2059.00	31	874.20	285.11	0.00	1184.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	4	1696.00	29	681.50	254.67	0.00	1014.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	5	1484.00	32	520.40	238.04	0.00	963.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	6	2429.00	35	975.22	309.57	0.00	1453.78
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	7	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	15	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	17	443.00	10	144.70	74.57	0.00	298.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	18	565.00	14	214.20	87.76	0.00	350.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	19	787.00	10	246.00	107.15	0.00	541.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	20	1348.00	20	552.60	186.07	0.00	795.40
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	21	766.00	12	295.68	117.43	0.00	470.32
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	22	1423.00	20	546.35	219.40	0.00	876.65
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-07	23	1661.00	28	657.45	250.94	0.00	1003.55
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	0	2434.00	31	1072.40	341.34	0.00	1361.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	1	2885.00	43	1218.35	408.90	0.00	1666.65
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	2	2443.00	38	990.02	305.29	0.00	1452.98
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	3	2036.00	34	804.10	298.05	0.00	1231.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	4	2191.00	42	888.10	314.61	0.00	1302.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	5	2198.50	44	888.50	328.31	0.00	1310.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	6	2328.00	38	903.40	330.73	0.00	1424.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	7	363.00	7	156.20	51.90	0.00	206.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	15	0.00	1	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	16	0.00	1	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	17	1765.00	21	715.80	212.44	0.00	1049.20
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	18	1553.00	22	651.20	226.37	0.00	901.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	19	1740.00	21	698.10	261.55	0.00	1041.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	20	1406.00	18	470.93	207.03	0.00	935.07
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	21	1217.00	16	427.40	174.35	0.00	789.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	22	1866.00	24	775.40	243.06	0.00	1090.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-08	23	1835.00	27	747.70	249.11	0.00	1087.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	0	1710.00	26	702.90	212.40	0.00	1007.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	1	1259.00	22	483.70	179.91	0.00	775.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	2	2416.00	37	968.10	356.92	0.00	1447.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	3	2127.00	33	898.00	305.96	0.00	1229.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	4	2618.00	49	946.20	412.52	0.00	1671.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	5	2964.00	40	1218.92	428.11	0.00	1745.08
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	6	2257.00	42	869.00	331.16	0.00	1388.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	7	73.00	2	31.50	10.42	0.00	41.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	15	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	17	1943.00	25	866.10	205.22	0.00	1076.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	18	3100.00	23	1584.10	309.00	0.00	1515.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	19	2846.00	33	1266.70	384.77	0.00	1579.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	20	3966.00	39	1929.34	524.70	0.00	2036.66
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	21	5104.00	42	2566.10	497.02	0.00	2537.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	22	4142.00	56	1868.38	560.82	0.00	2273.62
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-09	23	3235.00	40	1580.58	393.70	0.00	1654.42
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	0	4097.00	46	2034.85	464.69	0.00	2062.15
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	1	3061.00	42	1400.30	400.42	0.00	1660.70
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	2	4496.00	58	2167.40	527.29	0.00	2328.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	3	4848.00	69	2250.10	650.71	0.00	2597.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	4	3512.00	51	1590.90	448.17	0.00	1921.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	5	5018.00	54	2432.55	617.45	0.00	2585.45
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	6	4471.00	64	1991.90	553.93	0.00	2479.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	7	2009.00	10	1202.10	200.74	0.00	806.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	15	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	17	617.00	6	284.50	83.46	0.00	332.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	18	960.00	23	396.70	140.95	0.00	563.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	19	1908.00	27	707.20	265.51	0.00	1200.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	20	1662.00	26	508.32	289.61	0.00	1153.68
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	21	1581.00	27	593.00	211.15	0.00	988.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	22	2304.00	30	789.37	380.19	0.00	1514.63
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-10	23	1979.00	31	841.70	276.23	0.00	1137.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	0	2593.00	33	950.20	364.04	0.00	1642.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	1	2554.00	38	1125.80	351.26	0.00	1428.20
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	2	1817.00	30	696.64	275.01	0.00	1120.36
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	3	2831.00	47	1222.08	388.16	0.00	1608.92
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	4	2408.00	42	850.90	389.92	0.00	1557.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	5	2024.00	42	736.20	323.23	0.00	1287.80
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	6	2582.00	55	935.94	393.09	0.00	1646.06
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	7	480.00	11	177.10	76.04	0.00	302.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	15	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	17	655.00	13	242.40	102.61	0.00	412.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	18	679.00	11	233.40	111.86	0.00	445.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	19	1228.00	24	481.90	187.28	0.00	746.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	20	1459.50	25	510.27	217.65	0.00	949.23
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	21	1709.00	31	640.79	260.79	0.00	1068.21
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	22	1521.00	24	719.60	189.18	0.00	801.40
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-11	23	1645.00	29	614.10	244.41	0.00	1030.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	0	1722.00	32	792.40	184.14	0.00	929.60
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	1	2232.00	34	874.90	338.88	0.00	1357.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	2	2208.00	38	911.00	298.86	0.00	1297.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	3	2107.00	35	867.70	272.85	0.00	1239.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	4	1914.00	37	791.50	263.02	0.00	1122.50
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	5	1758.00	35	689.70	263.21	0.00	1068.30
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	6	1621.00	23	566.80	196.32	0.00	1054.20
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	7	215.00	6	81.00	33.64	0.00	134.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	8	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	9	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	10	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	11	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	12	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	13	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	14	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	15	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	16	0.00	0	0.00	0.00	0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	17	476.00	10	167.10	76.72	0.00	308.90
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	18	563.00	10	277.73	63.60	0.00	285.27
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	19	1492.00	19	511.28	189.85	0.00	980.72
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	20	1340.00	22	484.90	212.75	0.00	855.10
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	21	722.00	18	288.60	78.40	0.00	433.40
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	22	1022.00	16	473.55	104.54	0.00	548.45
AZV-ENCANT	Mint 75th Ave Phoenix	2026-01-12	23	1591.00	29	659.95	189.01	0.00	931.05
MID-ROSE	Mint Roseville	2026-01-06	0	320.96	12	113.31	34.31	0.00	207.65
MID-ROSE	Mint Roseville	2026-01-06	1	195.02	6	33.98	26.74	0.00	161.04
MID-ROSE	Mint Roseville	2026-01-06	2	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	3	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	4	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	5	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	6	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	7	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	8	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	9	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	10	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	11	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	12	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	13	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-06	14	133.01	5	40.30	15.40	0.00	92.71
MID-ROSE	Mint Roseville	2026-01-06	15	190.95	5	40.02	25.06	0.00	150.93
MID-ROSE	Mint Roseville	2026-01-06	16	190.58	4	36.60	25.56	0.00	153.98
MID-ROSE	Mint Roseville	2026-01-06	17	857.05	18	236.00	103.09	0.00	621.05
MID-ROSE	Mint Roseville	2026-01-06	18	490.32	12	108.51	63.20	0.00	381.81
MID-ROSE	Mint Roseville	2026-01-06	19	441.37	10	99.37	56.76	0.00	342.00
MID-ROSE	Mint Roseville	2026-01-06	20	756.66	17	170.38	97.34	0.00	586.28
MID-ROSE	Mint Roseville	2026-01-06	21	844.02	12	285.06	92.80	0.00	558.96
MID-ROSE	Mint Roseville	2026-01-06	22	463.56	12	103.75	59.72	0.00	359.81
MID-ROSE	Mint Roseville	2026-01-06	23	673.81	15	141.30	88.41	0.00	532.51
MID-ROSE	Mint Roseville	2026-01-07	0	704.62	13	247.49	75.89	0.00	457.13
MID-ROSE	Mint Roseville	2026-01-07	1	353.31	9	86.59	44.29	0.00	266.72
MID-ROSE	Mint Roseville	2026-01-07	2	102.46	2	33.15	11.50	0.00	69.31
MID-ROSE	Mint Roseville	2026-01-07	3	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	4	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	5	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	6	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	7	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	8	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	9	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	10	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	11	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	12	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	13	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-07	14	863.26	11	228.18	105.42	0.00	635.08
MID-ROSE	Mint Roseville	2026-01-07	15	307.45	8	53.29	42.18	0.00	254.16
MID-ROSE	Mint Roseville	2026-01-07	16	341.93	8	41.80	49.83	0.00	300.13
MID-ROSE	Mint Roseville	2026-01-07	17	358.00	9	115.67	40.22	0.00	242.33
MID-ROSE	Mint Roseville	2026-01-07	18	689.22	12	162.48	87.12	0.00	526.74
MID-ROSE	Mint Roseville	2026-01-07	19	391.38	13	85.05	50.62	0.00	306.33
MID-ROSE	Mint Roseville	2026-01-07	20	658.92	15	149.61	84.54	0.00	509.31
MID-ROSE	Mint Roseville	2026-01-07	21	601.29	20	96.44	82.40	0.00	504.85
MID-ROSE	Mint Roseville	2026-01-07	22	1064.75	22	248.03	135.56	0.00	816.72
MID-ROSE	Mint Roseville	2026-01-07	23	899.60	18	187.73	117.26	0.00	711.87
MID-ROSE	Mint Roseville	2026-01-08	0	518.01	8	177.25	56.57	0.00	340.76
MID-ROSE	Mint Roseville	2026-01-08	1	571.28	9	134.24	72.54	0.00	437.04
MID-ROSE	Mint Roseville	2026-01-08	2	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	3	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	4	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	5	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	6	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	7	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	8	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	9	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	10	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	11	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	12	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	13	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-08	14	384.49	7	91.39	48.65	0.00	293.10
MID-ROSE	Mint Roseville	2026-01-08	15	566.42	9	152.21	68.75	0.00	414.21
MID-ROSE	Mint Roseville	2026-01-08	16	280.31	6	32.11	41.20	0.00	248.20
MID-ROSE	Mint Roseville	2026-01-08	17	1164.99	19	192.72	161.42	0.00	972.27
MID-ROSE	Mint Roseville	2026-01-08	18	708.09	15	217.23	81.48	0.00	490.86
MID-ROSE	Mint Roseville	2026-01-08	19	1122.71	21	163.18	159.27	0.00	959.53
MID-ROSE	Mint Roseville	2026-01-08	20	675.16	13	158.44	84.99	0.00	516.72
MID-ROSE	Mint Roseville	2026-01-08	21	441.57	10	76.22	60.65	0.00	365.35
MID-ROSE	Mint Roseville	2026-01-08	22	1237.26	20	327.70	151.01	0.00	909.56
MID-ROSE	Mint Roseville	2026-01-08	23	850.87	21	183.81	109.79	0.00	667.06
MID-ROSE	Mint Roseville	2026-01-09	0	531.15	13	66.79	71.65	0.00	464.36
MID-ROSE	Mint Roseville	2026-01-09	1	1326.74	18	508.56	135.82	0.00	818.18
MID-ROSE	Mint Roseville	2026-01-09	2	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	3	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	4	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	5	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	6	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	7	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	8	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	9	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	10	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	11	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	12	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	13	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-09	14	525.69	8	156.52	61.27	0.00	369.17
MID-ROSE	Mint Roseville	2026-01-09	15	878.86	15	206.60	111.59	0.00	672.26
MID-ROSE	Mint Roseville	2026-01-09	16	332.10	10	44.49	45.76	0.00	287.61
MID-ROSE	Mint Roseville	2026-01-09	17	616.90	19	119.32	82.61	0.00	497.58
MID-ROSE	Mint Roseville	2026-01-09	18	704.22	18	141.41	93.42	0.00	562.81
MID-ROSE	Mint Roseville	2026-01-09	19	1394.50	25	312.60	178.85	0.00	1081.90
MID-ROSE	Mint Roseville	2026-01-09	20	1016.14	19	179.18	138.93	0.00	836.96
MID-ROSE	Mint Roseville	2026-01-09	21	825.50	18	260.72	93.74	0.00	564.78
MID-ROSE	Mint Roseville	2026-01-09	22	1385.91	25	387.64	165.69	0.00	998.27
MID-ROSE	Mint Roseville	2026-01-09	23	1181.57	23	250.59	154.55	0.00	930.98
MID-ROSE	Mint Roseville	2026-01-10	0	919.87	22	250.35	110.59	0.00	669.52
MID-ROSE	Mint Roseville	2026-01-10	1	508.35	15	118.67	64.70	0.00	389.68
MID-ROSE	Mint Roseville	2026-01-10	2	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	3	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	4	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	5	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	6	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	7	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	8	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	9	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	10	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	11	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	12	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	13	0.00	0	0.00	0.00	0.00	0.00
MID-ROSE	Mint Roseville	2026-01-10	14	357.64	6	142.72	35.68	0.00	214.92
MID-ROSE	Mint Roseville	2026-01-10	15	682.03	9	151.45	88.08	0.00	530.58
